query,tenant,reference_debit_note_number,ogPdi,ogInvoiceId,ogInvoiceNo,correctPdi
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9617 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,115208,OS6072622960,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9618 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,115193,OS6072623345,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9619 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,115610,OS6072624183,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9620 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,115120,OS6072616821,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9621 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,115760,OS6072624596,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9622 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,113443,OS6072616839,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9623 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,206815,113580,OS6072617316,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9624 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,108901,OS0712430709,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9625 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,110369,OS0712425317,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9626 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,13506,95180,BT-23-2341,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9627 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,109294,OS0712423284,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9628 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,110823,OS0712432041,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9629 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,111030,OS0712503309,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9630 AND reference_debit_note_number = 'P0224-25A0000549' AND status = 'DISPATCH_READY';",th223,P0224-25A0000549,2645,113102,OS0712401470,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9631 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,68601,OS6072608772,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9632 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115708,OS6072622685,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9633 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115088,OS6072622522,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9634 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115193,OS6072623345,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9635 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115757,OS6072622684,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9636 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115120,OS6072616821,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9637 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115760,OS6072624596,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9638 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,114784,OS6072621707,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9639 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,116174,OS6072624853,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9640 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115758,OS6072624613,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9641 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115598,OS6072624190,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9642 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115210,OS6072623449,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9643 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,69098,OS6072610828,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9644 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,70610,OS6072613577,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9645 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115121,OS6072616820,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9646 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115087,OS6072622558,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9647 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,206815,115089,OS6072622550,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9648 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,110500,OS0712421237,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9649 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,113119,OS0712408554,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9650 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,109578,OS0712427421,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9651 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,110164,OS0712428053,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9652 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,108901,OS0712430709,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9653 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,112713,OS0712440949,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9654 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,110485,OS0712421087,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9655 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,108649,OS0712431503,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9656 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,2645,112930,OS0712323366,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9657 AND reference_debit_note_number = 'PD0224-25A006853' AND status = 'DISPATCH_READY';",th223,PD0224-25A006853,1989,63422,MYP-24-211377,206815
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9658 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,67044,909830428,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9659 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,67340,909831539,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9660 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,66032,909825971,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9661 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,65243,0909821352,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9662 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,67640,909832662,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9663 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,74122,909842928,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9664 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,72338,909842558,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9665 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115132,909849400,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9666 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,68624,909836388,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9667 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,116149,909851117,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9668 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114728,909846487,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9669 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115107,909848565,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9670 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115699,909850797,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9671 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,116155,909851119,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9672 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115700,909850795,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9673 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115130,909849398,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9674 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114529,909845984,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9675 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115701,909850796,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9676 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115595,909849669,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9677 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115596,909849670,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9678 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115134,909849396,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9679 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115697,909850798,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9680 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115600,909849668,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9681 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114877,909847711,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9682 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115129,909849397,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9683 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115698,909850799,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9684 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114836,909847283,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9685 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,109685,909842929,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9686 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,66029,909825970,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9687 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114530,909845982,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9688 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114516,909845980,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9689 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114730,909846486,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9690 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,113971,909844915,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9691 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114881,909847709,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9692 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115110,909848595,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9693 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,113969,909844918,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9694 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,68620,909836385,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9695 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115133,909849399,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9696 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115593,909849673,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9697 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114880,909847710,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9698 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,114729,909846488,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9699 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,65027,0909819824,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9700 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,2058,115046,909848336,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9701 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,1000,80373,290954366,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9702 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,1000,80007,290865606,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9703 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,1000,79939,290907429,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9704 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,13506,99574,BT-23-1355,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9705 AND reference_debit_note_number = 'PD0224-25A006858' AND status = 'DISPATCH_READY';",th223,PD0224-25A006858,1000,79913,290902318,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9706 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,65243,0909821352,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9707 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115132,909849400,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9708 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115133,909849399,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9709 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,116149,909851117,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9710 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,68624,909836388,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9711 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,116155,909851119,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9712 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115107,909848565,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9713 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115699,909850797,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9714 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114728,909846487,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9715 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115130,909849398,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9716 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115701,909850796,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9717 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115595,909849669,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9718 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114529,909845984,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9719 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114877,909847711,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9720 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115697,909850798,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9721 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114836,909847283,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9722 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115128,909849394,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9723 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114524,909845981,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9724 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115596,909849670,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9725 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115600,909849668,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9726 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115134,909849396,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9727 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114729,909846488,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9728 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115047,909848341,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9729 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,67220,909830905,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9730 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,114834,909847282,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9731 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,113686,909844231,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9732 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,113687,909844229,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9733 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115698,909850799,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9734 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115700,909850795,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9735 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,115040,909848415,2058
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9736 AND reference_debit_note_number = 'P0224-25A0000554' AND status = 'DISPATCH_READY';",th223,P0224-25A0000554,2058,68620,909836385,2058
